# index, timestamp_s, flag, s_computed_(v), s_true, b_g_x_(i), b_g_y_(i), b_g_z_(i), b_a_x_(i), b_a_y_(i), b_a_z_(i), g_x_(v), g_y_(v), g_z_(v) 
80.000000,1403638602.127830,1.000000,0.418629,0.549512,-0.003008,0.018664,0.078096,-0.119456,-1.155805,-0.941734,-1.048544,9.510715,2.559572
81.000000,1403638603.127830,1.000000,0.540056,0.549512,-0.003004,0.022958,0.076465,-0.145053,1.128625,-0.171241,0.666922,8.898907,4.232539
82.000000,1403638604.127830,1.000000,0.571777,0.549512,-0.003362,0.021061,0.075186,-8.373777,37.277471,-23.551563,43.132369,5.963362,14.668395
83.000000,1403638606.127830,1.000000,0.571405,0.549512,-0.006539,0.021854,0.073088,-0.342816,-0.053933,-0.715362,0.376139,9.345577,3.068424
84.000000,1403638606.127830,1.000000,0.571405,0.549512,-0.006539,0.021854,0.073088,-0.342816,-0.053933,-0.715362,0.376139,9.345577,3.068424
85.000000,1403638607.127830,1.000000,0.159225,0.549512,-0.002066,0.020905,0.077183,-0.019219,-7.071664,1.181168,-4.562876,11.142863,-2.246430
86.000000,1403638608.127830,1.000000,0.534478,0.549512,-0.003269,0.021037,0.077544,4.409582,-18.524440,14.736973,-22.560311,11.996084,-5.165422
87.000000,1403638610.127830,1.000000,0.682621,0.549512,-0.002894,0.021558,0.076853,-2.567951,28.369689,-11.812040,23.998611,2.617241,21.689948
88.000000,1403638610.127830,1.000000,0.682621,0.549512,-0.002894,0.021558,0.076853,-2.567951,28.369689,-11.812040,23.998611,2.617241,21.689948
89.000000,1403638611.127830,1.000000,0.595488,0.549512,-0.003340,0.021948,0.076193,-1.215704,0.201797,-3.713881,3.363505,9.819700,1.990334
90.000000,1403638612.127830,1.000000,0.493544,0.549512,-0.001766,0.020050,0.077516,-0.896459,1.257674,-2.306547,2.548446,9.257028,3.425904
91.000000,1403638613.127830,1.000000,0.596518,0.549512,0.000043,0.020930,0.078576,-0.130553,2.494541,-0.468502,1.557707,8.525279,5.249477
92.000000,1403638614.127830,1.000000,0.092374,0.549512,-0.001121,0.020476,0.077827,1.543911,-1.160802,3.144459,-3.588275,8.535418,4.926034
93.000000,1403638615.127830,1.000000,0.526865,0.549512,0.001107,0.023986,0.078198,-0.158401,1.202232,-0.604009,1.050643,9.288097,3.266727
94.000000,1403638616.127830,1.000000,0.600518,0.549512,-0.000803,0.021444,0.076824,0.249501,0.000119,0.615699,-0.159999,8.890577,4.196749
95.000000,1403638617.127830,1.000000,0.521828,0.549512,-0.001028,0.020923,0.077245,-1.014885,-0.148581,-2.251375,-0.652257,10.011274,1.302964
96.000000,1403638618.127830,1.000000,0.535560,0.549512,0.000370,0.018033,0.079216,-0.920252,-0.422787,-1.882927,-0.877158,9.851100,1.715794
97.000000,1403638619.127830,1.000000,0.434424,0.549512,-0.003681,0.018111,0.079266,0.186051,-0.013635,0.995706,0.183237,8.746268,4.556230
98.000000,1403638621.127830,1.000000,0.253898,0.549512,-0.002472,0.020391,0.077331,-0.121830,-22.134881,0.146335,-20.071055,5.239418,12.395386
99.000000,1403638621.127830,1.000000,0.253898,0.549512,-0.002472,0.020391,0.077331,-0.121830,-22.134881,0.146335,-20.071055,5.239418,12.395386
100.000000,1403638622.127830,1.000000,0.291719,0.549512,-0.002519,0.022300,0.077243,-3.561358,25.014632,-13.481361,16.792710,17.928938,-17.492895
101.000000,1403638623.127830,1.000000,0.401263,0.549512,-0.000998,0.021431,0.078345,-1.682711,-10.977122,-4.737410,-12.224104,8.804241,3.864430
102.000000,1403638624.127830,1.000000,0.386866,0.549512,-0.002042,0.022466,0.077032,2.652022,3.696120,8.085265,6.890375,6.911327,9.358475
103.000000,1403638625.127830,1.000000,0.295998,0.549512,-0.001511,0.021437,0.077419,4.310980,10.580025,11.893483,14.396838,6.723422,10.689749
104.000000,1403638627.127830,1.000000,0.119889,0.549512,-0.002515,0.021513,0.077356,-8.277248,62.544358,-20.993301,48.550183,26.028652,-38.633997
105.000000,1403638627.127830,1.000000,0.119889,0.549512,-0.002515,0.021513,0.077356,-8.277248,62.544358,-20.993301,48.550183,26.028652,-38.633997
106.000000,1403638629.127830,1.000000,0.599380,0.549512,-0.002507,0.022026,0.077260,0.074084,-0.636758,0.305716,-0.680951,8.888602,4.155639
107.000000,1403638629.127830,1.000000,0.599380,0.549512,-0.002507,0.022026,0.077260,0.074084,-0.636758,0.305716,-0.680951,8.888602,4.155639
