0.031695,0.441315,0.252556,28.574257,7.084287,0.354746
0.083651,0.490240,0.306149,25.023354,7.928730,0.323299
0.008952,0.506559,0.311481,16.995847,7.078710,0.237732
0.108194,0.553248,0.309008,16.886159,9.675440,0.268795
0.187722,0.596106,0.289801,19.218409,12.112915,0.314585
0.073660,0.580892,0.333253,20.866903,13.498610,0.341390
0.158365,0.605828,0.354175,19.366356,13.331340,0.324936
0.214909,0.637292,0.333615,20.242629,13.603831,0.335468
0.494525,0.685474,0.328060,27.078754,14.171153,0.393305
0.376798,0.643787,0.359994,24.878311,15.165583,0.381469
0.423750,0.701566,0.400650,27.107604,15.122875,0.400825
0.432206,0.709777,0.399091,28.447789,14.879382,0.408861
0.424251,0.734538,0.367384,28.300013,14.846345,0.406969
0.445167,0.759413,0.382623,27.438230,15.287873,0.401497
0.465874,0.790771,0.380453,27.707731,15.712462,0.405757
0.448445,0.791836,0.389072,27.703671,16.356676,0.412162
0.453184,0.801110,0.400862,27.488202,16.682502,0.414675
0.453848,0.813549,0.410658,26.740270,16.879188,0.410315
0.447698,0.828751,0.418686,25.805885,17.228492,0.405287
0.447055,0.866484,0.407481,25.665595,17.553296,0.405965
0.484633,0.894254,0.421722,25.485351,18.096430,0.408519
0.498225,0.911142,0.416699,25.342160,18.005758,0.406186
0.520531,0.953298,0.384785,27.631463,16.916628,0.411457
0.526720,0.956049,0.441675,26.173414,17.706384,0.407982
0.425969,0.925276,0.455858,19.562952,19.219857,0.378513
0.485002,0.955155,0.442159,15.629025,19.275119,0.360785
0.584723,1.075608,0.405981,10.024144,19.683248,0.334806
0.510000,1.034451,0.420635,16.775707,18.531442,0.357887
0.152767,1.010548,0.448771,2.546656,31.717109,0.475771
0.242792,1.021505,0.463302,0.491706,29.249717,0.447508
0.253126,1.109211,0.426709,16.817550,38.021846,0.542641
0.243441,1.111170,0.442091,21.693029,19.268743,0.398264
0.167430,1.096055,0.437419,112.584403,14.558561,1.122890
0.103373,1.107585,0.458676,66.505839,16.515112,0.718935
0.904090,1.118430,0.452795,188.881720,16.858920,1.825686
0.349186,1.131592,0.473061,83.610272,15.592850,0.863374
0.095166,0.758119,0.399679,199.048768,16.866082,1.845619
0.095166,0.758119,0.399679,199.048768,16.866082,1.845619
0.095166,0.758119,0.399679,199.048768,16.866082,1.845619
0.095166,0.758119,0.399679,199.048768,16.866082,1.845619
0.095166,0.758119,0.399679,199.048768,16.866082,1.845619
0.095166,0.758119,0.399679,199.048768,16.866082,1.845619
0.095166,0.758119,0.399679,199.048768,16.866082,1.845619
0.095166,0.758119,0.399679,199.048768,16.866082,1.845619
0.095166,0.758119,0.399679,199.048768,16.866082,1.845619
0.095166,0.758119,0.399679,199.048768,16.866082,1.845619
0.095166,0.758119,0.399679,199.048768,16.866082,1.845619
0.095166,0.758119,0.399679,199.048768,16.866082,1.845619
0.095166,0.758119,0.399679,199.048768,16.866082,1.845619
0.095166,0.758119,0.399679,199.048768,16.866082,1.845619
0.095166,0.758119,0.399679,199.048768,16.866082,1.845619
0.095166,0.758119,0.399679,199.048768,16.866082,1.845619
0.095166,0.758119,0.399679,199.048768,16.866082,1.845619
0.095166,0.758119,0.399679,199.048768,16.866082,1.845619
0.095166,0.758119,0.399679,199.048768,16.866082,1.845619
0.095166,0.758119,0.399679,199.048768,16.866082,1.845619
0.095166,0.758119,0.399679,199.048768,16.866082,1.845619
0.095166,0.758119,0.399679,199.048768,16.866082,1.845619
0.095166,0.758119,0.399679,199.048768,16.866082,1.845619
0.095166,0.758119,0.399679,199.048768,16.866082,1.845619
0.095166,0.758119,0.399679,199.048768,16.866082,1.845619
0.261229,0.724367,0.424079,160.009061,14.927953,1.479873
0.810724,0.645520,0.385141,43.004597,10.103692,0.386820
0.810724,0.645520,0.385141,43.004597,10.103692,0.386820
0.661096,0.655470,0.383109,20.914696,7.405233,0.173154
0.688313,0.629560,0.383883,2.343620,4.878186,0.053673
0.498202,0.582895,0.333794,0.262247,5.010751,0.079421
0.865756,0.592837,0.351106,10.404975,4.722559,0.066045
0.561804,0.536322,0.341666,11.503852,5.394338,0.097334
0.492091,0.514055,0.330944,11.253517,5.086901,0.087538
