2.193412,0.289055,0.881705,99.993124,109.237853,0.584001
1.493269,0.411550,0.192472,99.980119,71.428813,0.725523
2.856305,0.126756,0.378761,99.964362,70.466722,0.908564
2.105699,0.582461,0.464329,99.965661,70.191072,0.762560
1.019832,0.707375,0.449230,99.970711,70.766359,0.747530
3.248728,0.267200,0.669620,99.998958,102.396250,0.766992
1.880609,0.286729,0.346497,99.955712,71.001051,0.802375
1.363908,0.561237,0.500446,99.966916,70.660408,0.686377
0.770430,0.952442,0.986670,99.969243,71.207221,0.738276
4.483384,0.231693,0.094156,99.971083,64.291233,0.808735
2.344896,0.865170,0.641398,99.936748,63.318856,0.775783
3.359390,0.167790,0.724486,99.938802,62.207703,0.683772
3.628037,0.458825,0.482399,99.942609,62.010768,0.629314
1.560524,0.624553,0.413959,99.936204,61.467603,0.944460
1.560524,0.624553,0.413959,99.936204,61.467603,0.944460
1.560524,0.624553,0.413959,99.936204,61.467603,0.944460
8.788285,0.415202,0.514138,99.939945,61.133800,0.829804
4.005126,0.012405,0.862944,99.938132,61.164392,0.773603
4.005126,0.012405,0.862944,99.938132,61.164392,0.773603
4.005126,0.012405,0.862944,99.938132,61.164392,0.773603
4.619842,0.213223,0.512337,99.936501,61.853585,0.836437
0.210562,1.608502,0.667916,99.939538,63.019598,0.822098
0.210562,1.608502,0.667916,99.939538,63.019598,0.822098
2.197314,0.191341,0.738000,99.930994,59.172957,0.728092
2.750103,0.913704,0.685319,99.952201,64.869444,0.729676
2.750103,0.913704,0.685319,99.952201,64.869444,0.729676
2.750103,0.913704,0.685319,99.952201,64.869444,0.729676
2.750103,0.913704,0.685319,99.952201,64.869444,0.729676
2.750103,0.913704,0.685319,99.952201,64.869444,0.729676
2.750103,0.913704,0.685319,99.952201,64.869444,0.729676
2.750103,0.913704,0.685319,99.952201,64.869444,0.729676
2.750103,0.913704,0.685319,99.952201,64.869444,0.729676
4.006228,0.321632,0.312846,99.942730,63.935969,0.622674
0.851645,0.154687,0.745203,99.938573,64.161991,0.887025
2.960137,0.189106,0.588395,99.942825,64.412732,0.617290
11.614487,1.338167,0.399792,99.987985,70.195364,0.628423
11.614487,1.338167,0.399792,99.987985,70.195364,0.628423
191.600309,0.790785,0.493259,99.962807,70.550078,0.974709
191.600309,0.790785,0.493259,99.962807,70.550078,0.974709
191.600309,0.790785,0.493259,99.962807,70.550078,0.974709
191.600309,0.790785,0.493259,99.962807,70.550078,0.974709
191.600309,0.790785,0.493259,99.962807,70.550078,0.974709
191.600309,0.790785,0.493259,99.962807,70.550078,0.974709
191.600309,0.790785,0.493259,99.962807,70.550078,0.974709
