# index, flag, s_computed, s_true, b_g_x, b_g_y, b_g_z, b_a_x, b_a_y, b_a_z, g_x, g_y, g_z 
0.000000,1.000000,0.000721,0.933621,-0.002607,0.019994,0.077960,-0.000071,-0.000001,0.000029,-0.369285,9.091420,3.666853
1.000000,1.000000,0.000721,0.933621,-0.002607,0.019994,0.077960,-0.000071,-0.000001,0.000029,-0.369285,9.091420,3.666853
2.000000,1.000000,1.028339,0.933621,-0.002737,0.020839,0.076958,0.000004,-0.000000,-0.000001,-0.358472,9.103952,3.636710
3.000000,1.000000,1.098945,0.933621,-0.003036,0.020566,0.077230,-0.000076,0.000001,0.000025,-0.345924,9.102196,3.642317
4.000000,1.000000,1.081034,0.933621,-0.000016,0.019674,0.077231,-0.000129,-0.000002,0.000052,-0.398147,9.073285,3.708513
5.000000,1.000000,0.768130,0.933621,0.002588,0.020477,0.078719,-0.000123,-0.000001,0.000047,-0.356594,9.076620,3.704580
6.000000,1.000000,0.396281,0.933621,0.000376,0.019290,0.079442,-0.000176,0.000005,0.000064,-0.345359,9.095754,3.658428
7.000000,1.000000,0.908033,0.933621,-0.001548,0.020352,0.076897,-0.000006,-0.000000,0.000001,-0.205438,9.045196,3.791877
8.000000,1.000000,0.908033,0.933621,-0.001548,0.020352,0.076897,-0.000006,-0.000000,0.000001,-0.205438,9.045196,3.791877
9.000000,1.000000,0.908033,0.933621,-0.001548,0.020352,0.076897,-0.000006,-0.000000,0.000001,-0.205438,9.045196,3.791877
10.000000,1.000000,1.110659,0.933621,-0.003353,0.022818,0.076337,-0.000029,0.000001,0.000012,-0.170067,9.031602,3.825878
11.000000,1.000000,1.144736,0.933621,-0.002478,0.020549,0.079234,-0.000218,0.000005,0.000073,-0.193677,9.026285,3.837287
12.000000,1.000000,1.144736,0.933621,-0.002478,0.020549,0.079234,-0.000218,0.000005,0.000073,-0.193677,9.026285,3.837287
13.000000,1.000000,1.081242,0.933621,-0.002035,0.019473,0.076459,-0.000015,0.000004,0.000007,-0.075959,9.048656,3.788423
14.000000,1.000000,0.879271,0.933621,-0.002587,0.021998,0.076637,-0.000055,0.000002,0.000022,-0.148944,9.026134,3.839638
15.000000,1.000000,1.183757,0.933621,-0.002214,0.020309,0.077473,-0.000100,0.000011,0.000036,-0.150351,9.075967,3.720257
16.000000,1.000000,0.682841,0.933621,-0.005196,0.022001,0.076866,-0.000043,0.000001,0.000013,-0.168332,9.065625,3.744623
17.000000,1.000000,0.936439,0.933621,-0.002381,0.025831,0.074149,-0.000032,0.000011,0.000014,-0.144061,9.042541,3.801025
18.000000,1.000000,1.038873,0.933621,-0.003562,0.020980,0.074429,-0.000042,-0.000002,0.000014,-0.255630,9.024781,3.837198
19.000000,1.000000,0.966458,0.933621,-0.000412,0.020071,0.075948,-0.000069,0.000005,0.000020,-0.302265,9.044105,3.787993
20.000000,1.000000,0.966458,0.933621,-0.000412,0.020071,0.075948,-0.000069,0.000005,0.000020,-0.302265,9.044105,3.787993
21.000000,1.000000,1.195435,0.933621,-0.004616,0.021580,0.073069,0.000011,-0.000002,-0.000010,-0.255524,9.029126,3.826970
22.000000,1.000000,1.005524,0.933621,-0.002086,0.024313,0.075963,-0.000082,0.000011,0.000024,-0.352144,9.092745,3.665254
23.000000,1.000000,1.032322,0.933621,-0.003933,0.019216,0.075525,-0.000089,-0.000003,0.000038,-0.344569,9.094878,3.660679
24.000000,1.000000,0.947194,0.933621,-0.002936,0.021222,0.075267,-0.000121,0.000001,0.000041,-0.347295,9.124274,3.586517
25.000000,1.000000,1.021720,0.933621,-0.001757,0.020846,0.077639,-0.000096,-0.000001,0.000029,-0.318136,9.124488,3.588678
26.000000,1.000000,1.090905,0.933621,-0.001776,0.021088,0.075846,-0.000082,0.000001,0.000027,-0.226707,9.148148,3.534982
27.000000,1.000000,1.090905,0.933621,-0.001776,0.021088,0.075846,-0.000082,0.000001,0.000027,-0.226707,9.148148,3.534982
28.000000,1.000000,1.090905,0.933621,-0.001776,0.021088,0.075846,-0.000082,0.000001,0.000027,-0.226707,9.148148,3.534982
29.000000,1.000000,0.874212,0.933621,-0.001932,0.019971,0.077337,-0.000031,-0.000000,0.000011,-0.254948,9.145224,3.540618
30.000000,1.000000,1.060277,0.933621,0.000673,0.019699,0.079725,-0.000100,0.000004,0.000035,-0.218604,9.138955,3.559188
31.000000,1.000000,1.031522,0.933621,0.000423,0.021318,0.076730,-0.000073,-0.000000,0.000021,-0.320913,9.138364,3.552945
32.000000,1.000000,0.787454,0.933621,-0.002047,0.018916,0.077945,-0.000020,0.000007,0.000008,-0.242705,9.133508,3.571587
33.000000,1.000000,1.081884,0.933621,-0.001791,0.019910,0.076933,-0.000060,0.000002,0.000021,-0.314740,9.096547,3.659218
34.000000,1.000000,1.145202,0.933621,-0.002181,0.021078,0.078349,-0.000119,0.000003,0.000041,-0.295324,9.123272,3.593716
35.000000,1.000000,1.175582,0.933621,-0.001747,0.019967,0.078687,-0.000061,0.000000,0.000023,-0.343598,9.078804,3.700454
36.000000,1.000000,1.175582,0.933621,-0.001747,0.019967,0.078687,-0.000061,0.000000,0.000023,-0.343598,9.078804,3.700454
37.000000,1.000000,0.919507,0.933621,0.000200,0.022744,0.077278,-0.000005,-0.000000,0.000001,-0.323858,9.068514,3.727367
38.000000,1.000000,0.484924,0.933621,0.005559,0.022653,0.078342,-0.000183,-0.000008,0.000045,-0.161042,9.111938,3.630805
39.000000,1.000000,0.971272,0.933621,-0.002459,0.018974,0.080557,-0.000145,0.000010,0.000048,-0.331165,9.037802,3.800600
40.000000,1.000000,0.971272,0.933621,-0.002459,0.018974,0.080557,-0.000145,0.000010,0.000048,-0.331165,9.037802,3.800600
41.000000,1.000000,1.008774,0.933621,-0.002647,0.019039,0.080039,-0.000085,0.000007,0.000025,-0.033576,9.034669,3.822268
42.000000,1.000000,1.008774,0.933621,-0.002647,0.019039,0.080039,-0.000085,0.000007,0.000025,-0.033576,9.034669,3.822268
43.000000,1.000000,1.008774,0.933621,-0.002647,0.019039,0.080039,-0.000085,0.000007,0.000025,-0.033576,9.034669,3.822268
44.000000,1.000000,0.976534,0.933621,-0.002170,0.016537,0.077390,-0.000063,0.000013,0.000019,-0.049247,9.051651,3.781704
45.000000,1.000000,1.147474,0.933621,-0.001896,0.020360,0.077961,-0.000098,0.000012,0.000034,-0.060262,9.063526,3.752994
46.000000,1.000000,1.066352,0.933621,-0.001478,0.022173,0.079798,-0.000017,0.000003,0.000007,0.047102,9.068051,3.742237
47.000000,1.000000,0.971050,0.933621,-0.003421,0.020360,0.078749,0.000024,0.000002,-0.000007,0.035912,9.070244,3.737042
48.000000,1.000000,1.093722,0.933621,-0.001097,0.021354,0.076964,-0.000172,0.000006,0.000048,0.016721,9.044081,3.800054
49.000000,1.000000,1.096174,0.933621,-0.003002,0.020998,0.075204,0.000002,0.000001,0.000001,0.023449,9.075782,3.723672
50.000000,1.000000,1.012933,0.933621,-0.003873,0.021863,0.077523,-0.000056,0.000004,0.000023,0.032380,9.086285,3.697901
51.000000,1.000000,0.936132,0.933621,-0.002213,0.021165,0.075250,-0.000193,0.000000,0.000075,0.009617,9.062761,3.755312
52.000000,1.000000,0.936132,0.933621,-0.002213,0.021165,0.075250,-0.000193,0.000000,0.000075,0.009617,9.062761,3.755312
53.000000,1.000000,0.936132,0.933621,-0.002213,0.021165,0.075250,-0.000193,0.000000,0.000075,0.009617,9.062761,3.755312
54.000000,1.000000,0.865452,0.933621,-0.003745,0.021461,0.076598,-0.000091,0.000002,0.000033,-0.040740,9.052547,3.779662
55.000000,1.000000,1.003703,0.933621,-0.004006,0.021318,0.075599,-0.000089,0.000007,0.000027,-0.053188,9.027103,3.839881
56.000000,1.000000,1.134450,0.933621,-0.002472,0.020418,0.076790,-0.000087,0.000004,0.000034,-0.008899,9.048305,3.790014
57.000000,1.000000,1.065788,0.933621,-0.000986,0.021881,0.076902,-0.000100,0.000004,0.000028,-0.075546,9.043384,3.800999
58.000000,1.000000,0.941962,0.933621,-0.002000,0.021444,0.075888,-0.000044,-0.000002,0.000018,-0.112627,9.027169,3.838441
59.000000,1.000000,0.412455,0.933621,-0.003139,0.020861,0.076419,-0.000128,0.000003,0.000046,-0.230720,9.077431,3.712563
60.000000,1.000000,1.022805,0.933621,-0.002925,0.022770,0.076460,-0.000036,0.000001,0.000013,-0.159067,9.038646,3.809681
61.000000,1.000000,1.022805,0.933621,-0.002925,0.022770,0.076460,-0.000036,0.000001,0.000013,-0.159067,9.038646,3.809681
62.000000,1.000000,1.022805,0.933621,-0.002925,0.022770,0.076460,-0.000036,0.000001,0.000013,-0.159067,9.038646,3.809681
63.000000,1.000000,1.022805,0.933621,-0.002925,0.022770,0.076460,-0.000036,0.000001,0.000013,-0.159067,9.038646,3.809681
64.000000,1.000000,0.947478,0.933621,-0.003988,0.020832,0.075041,-0.000041,-0.000001,0.000007,-0.186065,9.062065,3.752393
65.000000,1.000000,0.864028,0.933621,-0.003642,0.021541,0.079021,-0.000084,0.000000,0.000027,-0.259564,9.038725,3.803969
66.000000,1.000000,1.227123,0.933621,-0.005011,0.022606,0.072391,-0.000036,-0.000002,0.000014,-0.216180,9.047640,3.785444
67.000000,1.000000,1.014396,0.933621,-0.001205,0.020922,0.076340,-0.000159,-0.000002,0.000058,-0.261780,9.059780,3.753393
68.000000,1.000000,0.957920,0.933621,-0.005337,0.022185,0.076058,-0.000120,-0.000005,0.000038,-0.228974,9.068332,3.734840
69.000000,1.000000,0.912136,0.933621,-0.004283,0.020603,0.075205,-0.000093,-0.000003,0.000030,-0.282022,9.078397,3.706652
70.000000,1.000000,0.776056,0.933621,-0.007718,0.017284,0.076191,-0.000007,0.000000,0.000003,-0.360691,9.065175,3.732105
71.000000,1.000000,0.984221,0.933621,-0.003957,0.021249,0.074093,-0.000023,0.000019,0.000006,-0.418282,9.054929,3.750920
72.000000,1.000000,0.984221,0.933621,-0.003957,0.021249,0.074093,-0.000023,0.000019,0.000006,-0.418282,9.054929,3.750920
73.000000,1.000000,1.026426,0.933621,-0.002887,0.024876,0.075090,-0.000038,0.000000,0.000013,-0.338427,9.085875,3.683536
74.000000,1.000000,0.835238,0.933621,-0.003876,0.020101,0.077716,-0.000010,-0.000001,0.000003,-0.239202,9.096885,3.664092
75.000000,1.000000,0.835238,0.933621,-0.003876,0.020101,0.077716,-0.000010,-0.000001,0.000003,-0.239202,9.096885,3.664092
76.000000,1.000000,1.001613,0.933621,-0.002246,0.021018,0.075842,-0.000074,0.000000,0.000024,-0.346659,9.107961,3.627805
77.000000,1.000000,1.001613,0.933621,-0.002246,0.021018,0.075842,-0.000074,0.000000,0.000024,-0.346659,9.107961,3.627805
78.000000,1.000000,1.059134,0.933621,-0.002724,0.022581,0.075145,-0.000121,0.000003,0.000042,-0.271135,9.112244,3.623479
79.000000,1.000000,0.927097,0.933621,-0.002654,0.020202,0.075116,-0.000101,-0.000001,0.000032,-0.338857,9.108585,3.626977
80.000000,1.000000,0.895851,0.933621,-0.002403,0.021415,0.076163,-0.000127,-0.000005,0.000049,-0.248310,9.105555,3.641883
81.000000,1.000000,1.059339,0.933621,-0.002056,0.018730,0.075338,-0.000119,-0.000006,0.000047,-0.237630,9.123289,3.597947
82.000000,1.000000,1.059339,0.933621,-0.002056,0.018730,0.075338,-0.000119,-0.000006,0.000047,-0.237630,9.123289,3.597947
83.000000,1.000000,0.539971,0.933621,-0.000778,0.020252,0.078946,-0.000149,-0.000004,0.000034,-0.316967,9.126943,3.582534
84.000000,1.000000,0.539971,0.933621,-0.000778,0.020252,0.078946,-0.000149,-0.000004,0.000034,-0.316967,9.126943,3.582534
85.000000,1.000000,0.539971,0.933621,-0.000778,0.020252,0.078946,-0.000149,-0.000004,0.000034,-0.316967,9.126943,3.582534
86.000000,1.000000,0.615592,0.933621,0.001330,0.019200,0.077666,-0.000138,0.000005,0.000047,-0.245397,9.137304,3.561678
87.000000,1.000000,0.494156,0.933621,-0.004684,0.018510,0.079396,0.000123,-0.000010,-0.000053,-0.756504,9.038633,3.737235
88.000000,1.000000,0.626047,0.933621,0.001743,0.017689,0.077841,-0.000124,0.000002,0.000046,-0.255451,9.048341,3.781319
89.000000,1.000000,0.626047,0.933621,0.001743,0.017689,0.077841,-0.000124,0.000002,0.000046,-0.255451,9.048341,3.781319
90.000000,1.000000,1.235026,0.933621,-0.003323,0.021078,0.077530,-0.000158,0.000009,0.000055,-0.242967,9.058123,3.758653
91.000000,1.000000,1.080008,0.933621,-0.001072,0.020003,0.077460,-0.000110,0.000006,0.000036,-0.278309,9.013732,3.861513
92.000000,1.000000,1.080008,0.933621,-0.001072,0.020003,0.077460,-0.000110,0.000006,0.000036,-0.278309,9.013732,3.861513
93.000000,1.000000,0.962466,0.933621,-0.002428,0.021007,0.076368,-0.000101,-0.000001,0.000045,-0.310464,9.032663,3.814540
94.000000,1.000000,0.962466,0.933621,-0.002428,0.021007,0.076368,-0.000101,-0.000001,0.000045,-0.310464,9.032663,3.814540
95.000000,1.000000,0.962466,0.933621,-0.002428,0.021007,0.076368,-0.000101,-0.000001,0.000045,-0.310464,9.032663,3.814540
96.000000,1.000000,0.742726,0.933621,-0.002733,0.021712,0.075848,0.000032,-0.000001,-0.000010,-0.320009,9.037133,3.803147
97.000000,1.000000,1.038097,0.933621,-0.002171,0.019849,0.076084,-0.000093,-0.000001,0.000032,-0.299587,9.022006,3.840540
98.000000,1.000000,1.089263,0.933621,-0.003862,0.020991,0.072720,-0.000087,0.000009,0.000030,-0.361665,9.027954,3.821170
99.000000,1.000000,0.805855,0.933621,-0.000889,0.019886,0.077718,-0.000069,-0.000001,0.000027,-0.277310,9.070060,3.727360
100.000000,1.000000,1.011110,0.933621,-0.003098,0.021063,0.075998,-0.000047,-0.000001,0.000016,-0.343717,9.056630,3.754386
101.000000,1.000000,0.811351,0.933621,-0.002682,0.021074,0.076659,0.000003,0.000000,-0.000002,-0.354941,9.069290,3.722647
102.000000,1.000000,0.811351,0.933621,-0.002682,0.021074,0.076659,0.000003,0.000000,-0.000002,-0.354941,9.069290,3.722647
103.000000,1.000000,0.811351,0.933621,-0.002682,0.021074,0.076659,0.000003,0.000000,-0.000002,-0.354941,9.069290,3.722647
104.000000,1.000000,0.839830,0.933621,-0.004333,0.019835,0.076433,-0.000137,-0.000005,0.000050,-0.355849,9.032641,3.810626
105.000000,1.000000,0.985739,0.933621,-0.004850,0.021639,0.076837,-0.000164,-0.000003,0.000055,-0.350409,9.044902,3.781939
106.000000,1.000000,0.691895,0.933621,0.002569,0.019845,0.076312,-0.000113,0.000003,0.000053,-0.384824,9.063459,3.733860
107.000000,1.000000,0.963177,0.933621,-0.002509,0.018771,0.077662,-0.000092,-0.000001,0.000041,-0.342418,9.019184,3.843589
108.000000,1.000000,0.623605,0.933621,-0.001921,0.019785,0.077895,-0.000056,0.000004,0.000016,-0.294701,8.970312,3.960145
109.000000,1.000000,0.623605,0.933621,-0.001921,0.019785,0.077895,-0.000056,0.000004,0.000016,-0.294701,8.970312,3.960145
110.000000,1.000000,1.310898,0.933621,-0.001340,0.020687,0.075948,-0.000015,0.000001,0.000003,-0.292536,9.020874,3.843741
111.000000,1.000000,0.987948,0.933621,-0.001521,0.022049,0.076153,-0.000097,0.000007,0.000036,-0.233272,8.980039,3.942154
112.000000,1.000000,1.019890,0.933621,-0.001597,0.020347,0.077946,-0.000045,0.000001,0.000017,-0.216141,8.989738,3.920969
113.000000,1.000000,0.938876,0.933621,-0.002471,0.019683,0.076579,-0.000068,-0.000001,0.000023,-0.251293,9.002952,3.888420
114.000000,1.000000,1.082191,0.933621,-0.002390,0.022918,0.073030,-0.000034,0.000002,0.000010,-0.242166,8.990134,3.918540
115.000000,1.000000,0.826542,0.933621,-0.002286,0.020504,0.077162,-0.000049,0.000002,0.000015,-0.392291,9.018689,3.839982
116.000000,1.000000,0.868425,0.933621,-0.006777,0.020878,0.074409,-0.000023,-0.000000,0.000011,-0.307013,9.035303,3.808561
117.000000,1.000000,0.862494,0.933621,-0.007921,0.021588,0.070756,-0.000086,-0.000015,0.000028,-0.307324,9.030947,3.818855
118.000000,1.000000,0.646830,0.933621,-0.006219,0.022079,0.071336,-0.000160,-0.000014,0.000066,-0.292999,9.034622,3.811281
119.000000,1.000000,0.539134,0.933621,-0.002712,0.021668,0.072127,-0.000169,0.000007,0.000057,-0.192948,9.111702,3.629843
120.000000,1.000000,1.020544,0.933621,-0.004293,0.020230,0.074317,-0.000144,0.000001,0.000052,-0.265946,9.119037,3.606734
121.000000,1.000000,1.069207,0.933621,-0.001158,0.018629,0.075116,-0.000077,0.000003,0.000031,-0.250872,9.119837,3.605792
122.000000,1.000000,0.973311,0.933621,-0.003562,0.021201,0.073651,-0.000054,-0.000003,0.000017,-0.273184,9.103530,3.645164
123.000000,1.000000,0.973311,0.933621,-0.003562,0.021201,0.073651,-0.000054,-0.000003,0.000017,-0.273184,9.103530,3.645164
124.000000,1.000000,1.007304,0.933621,0.001136,0.019498,0.077235,-0.000114,-0.000002,0.000047,-0.254993,9.113840,3.620636
125.000000,1.000000,0.998463,0.933621,-0.002284,0.018586,0.077798,-0.000041,-0.000002,0.000016,-0.296610,9.104208,3.641637
126.000000,1.000000,0.988846,0.933621,-0.002038,0.021948,0.078155,-0.000197,-0.000001,0.000066,-0.316179,9.102348,3.644639
127.000000,1.000000,1.005063,0.933621,-0.001632,0.020830,0.079178,-0.000043,-0.000002,0.000015,-0.362107,9.074216,3.709929
128.000000,1.000000,1.005063,0.933621,-0.001632,0.020830,0.079178,-0.000043,-0.000002,0.000015,-0.362107,9.074216,3.709929
129.000000,1.000000,1.308007,0.933621,0.004751,0.019564,0.079003,-0.000106,0.000011,0.000040,-0.236087,9.071579,3.726502
130.000000,1.000000,1.107655,0.933621,0.002391,0.018228,0.079765,-0.000061,0.000016,0.000022,-0.340123,9.042514,3.788582
131.000000,1.000000,0.947866,0.933621,-0.003163,0.020755,0.078319,-0.000051,0.000002,0.000016,-0.297967,9.013376,3.860877
132.000000,1.000000,0.994755,0.933621,-0.003837,0.018768,0.075677,-0.000088,-0.000003,0.000031,-0.284425,9.005596,3.880007
133.000000,1.000000,0.867169,0.933621,-0.002378,0.022393,0.074094,-0.000035,0.000006,0.000008,-0.292013,8.992946,3.908675
134.000000,1.000000,0.954056,0.933621,-0.002321,0.017920,0.076961,-0.000113,-0.000001,0.000040,-0.336977,9.037306,3.801268
135.000000,1.000000,0.940548,0.933621,-0.002607,0.021264,0.076582,-0.000017,0.000000,0.000005,-0.305394,9.010876,3.866127
136.000000,1.000000,1.031228,0.933621,-0.002129,0.020643,0.077229,-0.000052,0.000001,0.000018,-0.307387,9.020387,3.843727
137.000000,1.000000,1.031228,0.933621,-0.002129,0.020643,0.077229,-0.000052,0.000001,0.000018,-0.307387,9.020387,3.843727
138.000000,1.000000,1.000033,0.933621,-0.002942,0.019910,0.077977,-0.000118,0.000005,0.000041,-0.325965,9.025062,3.831201
139.000000,1.000000,1.000033,0.933621,-0.002942,0.019910,0.077977,-0.000118,0.000005,0.000041,-0.325965,9.025062,3.831201
140.000000,1.000000,1.078471,0.933621,-0.002302,0.021833,0.076336,-0.000040,-0.000001,0.000014,-0.302621,9.022200,3.839848
