18581400.000000,89.980599,86.032206,70.403108,6065.932609,84.320571,145.384333
18579875.000000,91.373269,30.938568,81.316756,2403.969784,107.560767,97.279011
20176533.000000,51.966362,66.276653,37.939411,6993.399658,64.582541,50.355655
18383949.000000,83.992198,50.164448,31.091587,9766.781490,44.615949,123.549742
18514352.000000,53.034379,701.549222,117.306694,9011.664006,26.659774,17.787089
18993313.000000,94.916328,140.281516,120.141936,8859.431942,39.125625,101.599967
19592167.000000,91.597013,111.533114,89.001247,12674.546540,26.482980,61.178963
18148735.000000,91.597013,111.533114,89.001247,12674.546540,26.482980,61.178963
19865284.000000,52.722989,816.787506,104.647338,9681.945203,33.967728,3.287962
18875326.000000,89.889797,7.089119,138.957066,11580.132416,58.210468,100.520345
18641957.000000,93.395998,375.620544,98.088818,10726.699875,11.785860,38.223216
18816416.000000,57.111574,253.812037,31.896064,11545.109390,49.895233,64.387683
18639406.000000,90.745356,253.501209,45.809111,6177.029612,53.076982,39.820531
21179751.000000,13.572730,938.230912,58.356569,9027.309762,33.810427,0.768159
22031839.000000,42.330709,148.210893,150.817626,10752.264541,27.956715,98.059949
22036879.000000,42.330709,148.210893,150.817626,10752.264541,27.956715,98.059949
25083126.000000,99.699442,453.900187,134.777033,11971.947203,50.466981,137.113689
20437895.000000,38.545968,542.723589,102.662747,9774.668567,27.189591,11.512744
18799726.000000,76.208319,25.975918,45.745697,11399.507790,42.681539,134.001477
20058682.000000,95.658116,182.731956,128.718424,12891.922617,31.484897,107.702568
19138606.000000,75.603387,49.346964,122.098705,9353.017146,41.016243,16.457081
19104752.000000,32.732282,46.912984,105.118559,10604.289533,50.832698,56.639262
19146654.000000,97.381997,5.981121,97.923998,602.122095,75.909256,89.777958
18879095.000000,44.072119,162.987009,59.885412,8751.322238,55.502700,44.844080
17980030.000000,84.710332,37.006690,138.486340,10582.235922,25.805377,89.993603
18032499.000000,98.412897,146.849570,122.201989,11423.077388,57.238852,147.132572
19245480.000000,94.586523,26.797108,115.992869,8392.583356,79.692545,126.242204
19011400.000000,91.704516,64.379568,52.319133,10585.153536,16.536050,32.020968
18882065.000000,63.530997,10.585031,41.518957,4080.622558,93.697967,78.121530
18434792.000000,87.673252,558.300942,87.597890,10720.171621,56.531888,171.260738
19368372.000000,57.464385,324.125841,69.901052,12115.747027,47.865957,138.492498
18377400.000000,11.497575,56.664938,53.863926,10788.988091,36.679616,25.024815
18789114.000000,87.418845,121.281808,46.896689,9059.618039,40.496174,103.933073
17772883.000000,91.795641,51.503333,78.702030,8945.030685,37.842180,100.850085
18481520.000000,80.357835,55.296297,71.971778,10241.953502,67.488063,126.217570
18421570.000000,89.223872,147.045477,71.844546,9794.859063,44.892168,29.884695
19022042.000000,81.060611,195.721501,62.890301,13048.263336,20.126840,80.103133
18533610.000000,33.796180,27.062291,57.191977,8251.606662,29.628058,49.262757
19268057.000000,66.206853,300.171402,33.513028,7545.048869,66.377120,61.946188
19340319.000000,91.826746,226.663958,46.524408,11309.908587,46.278439,150.317173
19572247.000000,90.421237,26.133477,119.947095,9520.995291,26.133978,22.927710
20578243.000000,98.540580,126.866883,118.467269,12175.710047,44.957360,139.960054
23381126.000000,98.540580,126.866883,118.467269,12175.710047,44.957360,139.960054
21316127.000000,89.421315,412.590070,105.728643,10432.713906,59.553144,158.865022
20575180.000000,97.024728,22.094975,99.430818,9168.880576,33.215456,5.456386
18471252.000000,62.492378,75.951007,158.467491,11489.305304,58.102669,125.428923
19436478.000000,82.047857,86.640150,45.368333,10419.425630,42.024647,32.527700
19197139.000000,72.355699,116.103092,150.903224,12397.627860,46.562330,116.719139
19521026.000000,98.367387,791.067824,105.079469,10600.484264,23.866986,16.202762
17966107.000000,95.223794,1061.693388,124.823734,10312.051604,68.216094,138.107818
19323842.000000,50.078279,251.492335,112.345694,12095.898950,53.834404,128.832177
18986756.000000,50.078279,251.492335,112.345694,12095.898950,53.834404,128.832177
18801655.000000,90.226841,513.265189,49.019441,7149.335424,36.966211,65.092330
18912783.000000,83.891189,571.900235,41.436318,9403.877233,25.102186,34.196527
20109135.000000,0.508664,661.649283,151.889752,8318.765739,36.504997,16.698026
21332148.000000,0.508664,661.649283,151.889752,8318.765739,36.504997,16.698026
18107487.000000,94.166357,563.407037,111.680597,12005.733188,55.094738,133.130250
18818260.000000,47.324213,158.956119,51.536067,13974.867951,20.161644,94.248119
18691855.000000,75.164360,160.130091,57.029382,11893.459445,27.541079,50.099993
18549586.000000,75.164360,160.130091,57.029382,11893.459445,27.541079,50.099993
18070149.000000,91.604946,1155.102798,52.184930,10687.948756,57.641432,157.728718
18008381.000000,98.723603,31.144959,134.839186,9842.088824,57.559341,65.480814
19067180.000000,56.628599,149.577855,51.644600,8114.344210,34.490528,27.328573
19207427.000000,78.629607,48.561071,46.583042,10467.630489,42.674479,126.527251
17724879.000000,85.513451,132.308701,53.519565,6735.717618,67.439794,54.374538
19457746.000000,98.068776,56.610796,75.274385,11211.491550,53.810955,157.959227
17813605.000000,80.896639,0.910945,25.524757,8183.950493,66.217155,63.581240
19803901.000000,86.484928,61.358372,112.180769,8281.508844,67.981472,70.444878
21145604.000000,83.753908,148.892329,86.000567,2818.137708,81.355902,74.612982
