# index, flag, s_computed, s_true, b_g_x, b_g_y, b_g_z, b_a_x, b_a_y, b_a_z, g_x, g_y, g_z 
0.000000,1.000000,2.480148,3.714294,0.003949,0.023885,0.078483,-0.000050,0.000001,0.000015,-0.718448,9.054866,3.705311
1.000000,1.000000,2.480148,3.714294,0.003949,0.023885,0.078483,-0.000050,0.000001,0.000015,-0.718448,9.054866,3.705311
2.000000,1.000000,2.480148,3.714294,0.003949,0.023885,0.078483,-0.000050,0.000001,0.000015,-0.718448,9.054866,3.705311
3.000000,1.000000,2.480148,3.714294,0.003949,0.023885,0.078483,-0.000050,0.000001,0.000015,-0.718448,9.054866,3.705311
4.000000,1.000000,2.480148,3.714294,0.003949,0.023885,0.078483,-0.000050,0.000001,0.000015,-0.718448,9.054866,3.705311
5.000000,1.000000,2.971909,3.714294,0.000905,0.023368,0.075892,-0.000054,-0.000000,0.000021,-0.626406,9.045794,3.743973
6.000000,1.000000,2.584576,3.714294,-0.002640,0.017655,0.077827,0.000019,0.000001,-0.000008,-0.468476,9.120929,3.581240
7.000000,1.000000,1.973598,3.714294,-0.003452,0.019986,0.080393,0.000011,0.000001,-0.000003,-0.434641,8.862920,4.182802
8.000000,1.000000,1.887703,3.714294,-0.000782,0.022335,0.072703,-0.000051,-0.000000,0.000016,-0.448095,9.033961,3.797744
9.000000,1.000000,2.560358,3.714294,-0.005948,0.021789,0.074003,-0.000015,-0.000002,0.000009,-0.632854,9.130996,3.529944
10.000000,1.000000,2.807665,3.714294,-0.004316,0.023174,0.075778,-0.000058,0.000010,0.000014,-0.674720,9.150806,3.470389
11.000000,1.000000,2.587586,3.714294,-0.007120,0.018635,0.069475,-0.000090,-0.000013,0.000026,-0.569598,9.112521,3.587982
12.000000,1.000000,2.773078,3.714294,-0.006689,0.023792,0.070651,-0.000021,0.000007,0.000021,-0.432911,9.150027,3.510797
13.000000,1.000000,2.737912,3.714294,-0.007432,0.021754,0.073436,-0.000007,0.000012,0.000012,-0.402028,9.118406,3.595711
14.000000,1.000000,2.452980,3.714294,-0.006089,0.019144,0.072030,-0.000048,-0.000006,0.000001,-0.354778,9.097067,3.654259
15.000000,1.000000,3.460849,3.714294,-0.003310,0.021937,0.068037,-0.000031,0.000001,0.000010,-0.590152,9.016712,3.819257
16.000000,1.000000,1.988476,3.714294,-0.002796,0.014742,0.070353,-0.000007,-0.000005,-0.000004,-0.838669,8.951370,3.925011
17.000000,1.000000,1.988476,3.714294,-0.002796,0.014742,0.070353,-0.000007,-0.000005,-0.000004,-0.838669,8.951370,3.925011
18.000000,1.000000,2.767876,3.714294,-0.007762,0.017463,0.072265,0.000007,0.000003,0.000002,-0.669344,9.115776,3.562401
19.000000,1.000000,3.938704,3.714294,-0.006515,0.023333,0.073560,-0.000026,0.000003,0.000009,-0.535614,9.124466,3.562770
20.000000,1.000000,3.048300,3.714294,-0.000622,0.020695,0.071593,-0.000009,0.000001,0.000006,-0.525286,9.118051,3.580687
21.000000,1.000000,3.491349,3.714294,-0.003445,0.017313,0.078666,-0.000013,0.000001,0.000007,-0.555056,9.144590,3.507774
22.000000,1.000000,3.443242,3.714294,-0.003792,0.020347,0.079324,-0.000006,0.000002,0.000004,-0.622420,9.144898,3.495645
23.000000,1.000000,3.443242,3.714294,-0.003792,0.020347,0.079324,-0.000006,0.000002,0.000004,-0.622420,9.144898,3.495645
24.000000,1.000000,3.423836,3.714294,-0.001484,0.017603,0.076854,0.000003,-0.000001,-0.000003,-0.638244,9.123331,3.548744
25.000000,1.000000,3.577966,3.714294,-0.001175,0.024471,0.076609,-0.000032,-0.000001,0.000013,-0.724584,9.134705,3.502606
26.000000,1.000000,3.341285,3.714294,-0.003172,0.019254,0.078158,-0.000030,-0.000001,0.000011,-0.664279,9.120990,3.549982
27.000000,1.000000,3.068322,3.714294,-0.002070,0.022409,0.077765,-0.000034,0.000002,0.000009,-0.694171,9.140590,3.493401
28.000000,1.000000,3.317997,3.714294,0.001003,0.018506,0.075348,-0.000014,-0.000001,0.000003,-0.569161,9.147507,3.497895
29.000000,1.000000,3.317997,3.714294,0.001003,0.018506,0.075348,-0.000014,-0.000001,0.000003,-0.569161,9.147507,3.497895
30.000000,1.000000,3.314118,3.714294,-0.005007,0.022201,0.075823,-0.000022,0.000002,0.000008,-0.614926,9.116808,3.569562
31.000000,1.000000,3.192338,3.714294,0.003732,0.022776,0.082456,-0.000027,0.000006,0.000002,-0.665686,9.139828,3.500931
32.000000,1.000000,3.632908,3.714294,0.003984,0.018512,0.085000,-0.000005,0.000007,0.000012,-0.600719,9.091028,3.637093
33.000000,1.000000,3.123010,3.714294,-0.000436,0.021401,0.080779,-0.000006,-0.000001,-0.000001,-0.582861,9.063938,3.706939
34.000000,1.000000,3.365182,3.714294,0.004581,0.019876,0.080201,-0.000053,0.000006,0.000007,-0.639645,9.026409,3.788257
35.000000,1.000000,3.028324,3.714294,-0.002680,0.025318,0.078166,-0.000014,0.000004,0.000007,-0.602808,9.026574,3.793901
36.000000,1.000000,3.507468,3.714294,-0.002339,0.016086,0.073747,-0.000019,0.000008,0.000005,-0.548441,9.033093,3.786626
37.000000,1.000000,3.247290,3.714294,-0.002948,0.020924,0.079277,-0.000001,0.000000,0.000001,-0.499322,9.038681,3.780082
38.000000,1.000000,3.082244,3.714294,-0.003004,0.014838,0.081503,-0.000005,-0.000000,0.000004,-0.495857,9.041946,3.772723
39.000000,1.000000,3.360809,3.714294,-0.001305,0.031096,0.069487,-0.000048,-0.000001,0.000006,-0.572989,9.028823,3.793170
40.000000,1.000000,3.286095,3.714294,0.000141,0.010750,0.087487,-0.000037,-0.000000,0.000005,-0.470289,9.037358,3.786964
41.000000,1.000000,3.341704,3.714294,-0.001993,0.014470,0.081718,-0.000044,-0.000001,0.000018,-0.488456,9.045895,3.764213
42.000000,1.000000,3.341704,3.714294,-0.001993,0.014470,0.081718,-0.000044,-0.000001,0.000018,-0.488456,9.045895,3.764213
43.000000,1.000000,3.533716,3.714294,-0.004851,0.026140,0.070950,-0.000022,-0.000001,0.000006,-0.645063,9.034114,3.768922
44.000000,1.000000,3.237183,3.714294,-0.002149,0.022038,0.074641,-0.000014,-0.000001,0.000008,-0.619460,9.031195,3.780197
45.000000,1.000000,3.252794,3.714294,-0.000056,0.016506,0.080598,-0.000010,0.000000,0.000004,-0.664011,9.034755,3.764093
46.000000,1.000000,3.198880,3.714294,-0.005271,0.029479,0.068825,-0.000012,-0.000000,0.000001,-0.554088,9.034503,3.782439
47.000000,1.000000,3.078745,3.714294,0.000839,0.008419,0.086252,-0.000037,0.000002,0.000041,-0.688952,9.037817,3.752241
48.000000,1.000000,3.230652,3.714294,-0.005681,0.032730,0.065608,-0.000032,0.000002,-0.000005,-0.618264,9.008626,3.833863
49.000000,1.000000,3.333750,3.714294,-0.001007,0.018860,0.083939,-0.000027,-0.000001,0.000012,-0.692913,9.028341,3.774259
50.000000,1.000000,3.257929,3.714294,-0.004631,0.028326,0.068765,-0.000048,0.000002,0.000018,-0.643738,9.012500,3.820543
51.000000,1.000000,3.291303,3.714294,-0.000335,0.021418,0.082173,-0.000063,-0.000006,0.000015,-0.703828,9.056079,3.705154
52.000000,1.000000,3.424509,3.714294,-0.005996,0.014910,0.073807,-0.000035,-0.000000,0.000015,-0.713906,9.023051,3.782986
53.000000,1.000000,3.401948,3.714294,-0.000938,0.030515,0.076901,-0.000023,0.000000,0.000003,-0.597104,9.112743,3.582942
54.000000,1.000000,3.011055,3.714294,-0.003117,0.015406,0.076049,-0.000008,0.000001,0.000005,-0.719771,9.154003,3.452864
55.000000,1.000000,2.747623,3.714294,-0.004979,0.027177,0.071566,-0.000049,0.000003,0.000012,-0.675506,8.989791,3.868262
56.000000,1.000000,3.317805,3.714294,-0.002334,0.015729,0.082072,-0.000020,-0.000001,0.000002,-0.664997,9.117935,3.557687
57.000000,1.000000,3.384618,3.714294,-0.003211,0.032173,0.067772,-0.000001,0.000000,-0.000000,-0.641794,9.101397,3.603993
58.000000,1.000000,3.288256,3.714294,-0.006904,0.018236,0.082876,-0.000028,-0.000001,0.000010,-0.609651,9.120065,3.562141
59.000000,1.000000,3.297252,3.714294,-0.000107,0.028248,0.067925,-0.000036,0.000001,0.000025,-0.617058,9.114489,3.575113
60.000000,1.000000,3.235192,3.714294,-0.002182,0.014175,0.085126,-0.000038,-0.000009,0.000019,-0.456503,9.113211,3.602373
61.000000,1.000000,3.257530,3.714294,-0.000967,0.025786,0.066269,-0.000038,-0.000001,0.000003,-0.630372,9.124125,3.548108
62.000000,1.000000,3.144926,3.714294,-0.004935,0.016715,0.084940,-0.000014,0.000000,0.000022,-0.616584,9.129687,3.536204
63.000000,1.000000,3.367347,3.714294,-0.001988,0.026413,0.063435,-0.000001,-0.000002,-0.000012,-0.512907,9.137494,3.532595
64.000000,1.000000,3.227087,3.714294,-0.002551,0.019209,0.084764,-0.000038,-0.000005,0.000008,-0.489291,9.091339,3.652978
65.000000,1.000000,3.289212,3.714294,-0.002136,0.021493,0.063212,-0.000069,0.000004,0.000023,-0.374829,9.141490,3.539600
66.000000,1.000000,3.341013,3.714294,-0.001123,0.022076,0.085556,-0.000019,-0.000000,0.000008,-0.337694,9.090886,3.671220
67.000000,1.000000,3.139493,3.714294,-0.007623,0.014842,0.072094,0.000008,-0.000001,0.000004,-0.382698,9.044798,3.779057
68.000000,1.000000,3.414091,3.714294,0.001628,0.026246,0.073695,-0.000005,-0.000007,-0.000016,-0.376252,9.074690,3.707362
69.000000,1.000000,3.610515,3.714294,-0.001605,0.019883,0.072273,-0.000067,0.000009,0.000035,-0.380091,9.137634,3.548984
70.000000,1.000000,3.222362,3.714294,-0.001326,0.024782,0.075342,-0.000025,0.000000,0.000010,-0.400082,9.066134,3.725754
71.000000,1.000000,3.759283,3.714294,-0.002961,0.016664,0.081050,0.000024,0.000001,-0.000033,-0.554293,9.002566,3.857807
72.000000,1.000000,3.759283,3.714294,-0.002961,0.016664,0.081050,0.000024,0.000001,-0.000033,-0.554293,9.002566,3.857807
73.000000,1.000000,3.759283,3.714294,-0.002961,0.016664,0.081050,0.000024,0.000001,-0.000033,-0.554293,9.002566,3.857807
74.000000,1.000000,3.310746,3.714294,-0.002402,0.016331,0.073586,-0.000035,0.000001,0.000023,-0.417794,9.044629,3.775743
75.000000,1.000000,3.425018,3.714294,-0.001578,0.028760,0.072537,-0.000031,-0.000000,0.000001,-0.427810,9.042103,3.780669
76.000000,1.000000,3.370477,3.714294,-0.002635,0.018988,0.079763,-0.000004,-0.000001,0.000004,-0.435217,9.048805,3.763751
77.000000,1.000000,3.558152,3.714294,-0.008192,0.018445,0.076340,-0.000052,-0.000003,0.000033,-0.363071,9.091641,3.666925
78.000000,1.000000,2.343339,3.714294,0.001625,0.026859,0.074920,-0.000029,-0.000014,0.000011,0.064457,9.079294,3.714614
79.000000,1.000000,3.317603,3.714294,-0.003997,0.015891,0.073394,-0.000101,0.000004,0.000036,-0.447516,9.023510,3.822576
80.000000,1.000000,2.993529,3.714294,-0.001170,0.020118,0.077315,-0.000022,0.000002,0.000011,-0.601616,9.022883,3.802860
81.000000,1.000000,2.996618,3.714294,-0.001433,0.021661,0.077156,-0.000001,-0.000000,0.000001,-0.518765,9.039963,3.774393
82.000000,1.000000,3.026396,3.714294,-0.003853,0.021434,0.076712,-0.000036,-0.000001,0.000013,-0.514759,9.052975,3.743631
83.000000,1.000000,1.179415,3.714294,-0.007583,0.020438,0.075128,-0.000055,-0.000003,0.000021,-0.407843,9.177237,3.442105
84.000000,1.000000,2.785944,3.714294,-0.006435,0.022053,0.072171,-0.000032,-0.000000,0.000018,-0.473330,9.059022,3.734458
85.000000,1.000000,1.626033,3.714294,-0.003862,0.021549,0.073593,0.000051,-0.000017,-0.000034,-0.645001,8.957408,3.947773
86.000000,1.000000,1.976977,3.714294,0.001068,0.024782,0.069911,-0.000032,-0.000004,-0.000041,-0.674828,9.284580,3.094718
87.000000,1.000000,1.976977,3.714294,0.001068,0.024782,0.069911,-0.000032,-0.000004,-0.000041,-0.674828,9.284580,3.094718
88.000000,1.000000,2.127648,3.714294,0.006682,0.022257,0.069667,-0.000019,0.000010,-0.000002,-0.262887,9.063966,3.743194
89.000000,1.000000,2.127648,3.714294,0.006682,0.022257,0.069667,-0.000019,0.000010,-0.000002,-0.262887,9.063966,3.743194
90.000000,1.000000,3.318895,3.714294,-0.003999,0.024393,0.071978,-0.000026,-0.000000,0.000002,-0.654147,8.998893,3.850730
91.000000,1.000000,1.824752,3.714294,-0.000745,0.021729,0.070329,-0.000048,-0.000004,0.000031,-0.985388,8.979407,3.825619
92.000000,1.000000,4.200255,3.714294,-0.003324,0.024168,0.075278,-0.000036,0.000004,0.000015,-0.666072,9.066538,3.686508
93.000000,1.000000,3.987387,3.714294,0.000431,0.021499,0.078254,-0.000042,0.000002,0.000017,-0.734012,9.089620,3.616093
94.000000,1.000000,3.318092,3.714294,-0.003112,0.021231,0.076049,-0.000007,0.000000,0.000002,-0.785564,9.099457,3.580344
95.000000,1.000000,3.478390,3.714294,-0.002652,0.019765,0.076404,-0.000020,0.000001,0.000008,-0.787041,9.103416,3.569942
96.000000,1.000000,3.920343,3.714294,-0.002940,0.021796,0.077249,-0.000008,0.000000,0.000003,-0.807117,9.100747,3.572264
97.000000,1.000000,3.625791,3.714294,-0.002726,0.021578,0.076586,-0.000029,-0.000001,0.000011,-0.786633,9.092529,3.597669
