# index, timestamp_s, flag, s_computed_(v), s_true, b_g_x_(i), b_g_y_(i), b_g_z_(i), b_a_x_(i), b_a_y_(i), b_a_z_(i), g_x_(v), g_y_(v), g_z_(v) 
17.000000,1.000000,1.000000,0.201392,1.157850,-0.002180,0.022375,0.083728,14.939861,-7.394876,-5.611132,6.765185,-7.101574,-0.189785
18.000000,1.000000,1.000000,0.939951,1.157850,-0.001825,0.025554,0.078044,-0.228735,1.033933,-4.186969,-1.189025,7.238274,6.513809
19.000000,1.000000,1.000000,0.892117,1.157850,-0.001152,0.025986,0.079533,1.935565,-2.821475,2.956359,3.205808,9.259300,-0.473556
20.000000,1.000000,1.000000,0.965374,1.157850,-0.003446,0.026178,0.075074,-0.022469,-0.097470,0.012268,0.273865,9.370451,2.890632
21.000000,1.000000,1.000000,0.937731,1.157850,-0.001659,0.023037,0.081455,0.434067,1.568376,0.503550,-1.430164,9.405546,2.392998
22.000000,1.000000,1.000000,0.882091,1.157850,-0.002169,0.027331,0.076856,3.561399,7.707315,-4.800488,-7.840117,4.019566,4.314135
23.000000,1.000000,1.000000,0.937413,1.157850,0.000756,0.020355,0.083830,0.437833,-3.767139,-0.089923,3.903216,8.613639,2.608875
24.000000,1.000000,1.000000,0.782657,1.157850,0.001633,0.021841,0.089853,17.851026,-4.904093,-6.057200,2.819542,-9.088295,-2.385199
25.000000,1.000000,1.000000,1.145373,1.157850,0.001009,0.026343,0.084411,-0.110158,0.278041,-0.259284,0.243428,9.272634,3.192976
26.000000,1.000000,1.000000,0.956398,1.157850,-0.003803,0.024844,0.079985,0.073009,0.201204,0.364047,-0.402968,9.352502,2.933329
27.000000,1.000000,1.000000,0.546525,1.157850,0.000918,0.021751,0.078546,0.395708,0.115786,0.951520,-1.150586,9.254634,3.043682
28.000000,1.000000,1.000000,0.989212,1.157850,0.006065,0.019962,0.085350,-0.016420,-0.042546,0.100778,-0.248352,9.338105,2.995699
29.000000,1.000000,1.000000,0.504633,1.157850,0.008430,0.019639,0.090815,0.077217,0.921261,0.029087,0.207143,9.369893,2.897981
30.000000,1.000000,1.000000,0.000786,1.157850,-0.000020,0.020563,0.091240,17.458266,-3.434953,-6.090343,-1.446516,-9.597324,-1.426558
31.000000,1.000000,1.000000,1.064535,1.157850,-0.000503,0.027255,0.076628,-0.084060,-0.149429,0.040421,0.137254,9.284792,3.163841
32.000000,1.000000,1.000000,1.064535,1.157850,-0.000503,0.027255,0.076628,-0.084060,-0.149429,0.040421,0.137254,9.284792,3.163841
33.000000,1.000000,1.000000,1.064535,1.157850,-0.000503,0.027255,0.076628,-0.084060,-0.149429,0.040421,0.137254,9.284792,3.163841
34.000000,1.000000,1.000000,0.987575,1.157850,-0.006553,0.027093,0.076644,-0.091740,-0.157685,-0.225037,-0.269929,9.260963,3.224563
35.000000,1.000000,1.000000,0.942643,1.157850,0.001230,0.022593,0.075557,0.698521,0.032163,1.338961,1.140535,8.932232,3.892366
36.000000,1.000000,1.000000,0.959037,1.157850,-0.002700,0.018609,0.080557,0.258350,-0.388585,0.626884,0.003537,9.069932,3.737971
37.000000,1.000000,1.000000,0.889731,1.157850,-0.002271,0.026391,0.078836,-0.004835,0.018100,0.040837,0.003084,9.290016,3.151459
38.000000,1.000000,1.000000,0.978174,1.157850,-0.008469,0.023325,0.082284,0.218379,-0.058732,0.480316,0.008509,9.175247,3.471437
39.000000,1.000000,1.000000,0.300854,1.157850,0.002516,0.021368,0.078856,8.673228,1.040370,6.850493,2.643044,-0.135584,9.446271
40.000000,1.000000,1.000000,0.238127,1.157850,0.001849,0.018940,0.081641,0.403439,-1.145819,0.512719,-0.456369,8.813966,4.282737
41.000000,1.000000,1.000000,0.661568,1.157850,-0.001210,0.027450,0.079527,11.269423,-2.633293,6.341210,7.389084,-1.353883,6.309084
42.000000,1.000000,1.000000,1.047897,1.157850,0.001844,0.025680,0.078939,0.776183,3.388643,-0.563409,1.517087,9.691794,-0.060671
43.000000,1.000000,1.000000,0.000041,1.157850,-0.003046,0.025981,0.079773,14.731575,-2.154323,5.099488,7.168638,-3.795594,5.517264
44.000000,1.000000,1.000000,1.026604,1.157850,0.000203,0.024083,0.078898,0.723349,-2.558775,1.384213,0.030872,7.978666,5.707542
45.000000,1.000000,1.000000,1.004621,1.157850,-0.004760,0.026634,0.078299,-0.166087,0.012366,-0.588328,-0.519311,9.399223,2.760621
46.000000,1.000000,1.000000,0.983639,1.157850,-0.010548,0.026805,0.072192,-0.080612,-0.053620,-0.156200,-0.232713,9.353897,2.947295
47.000000,1.000000,1.000000,0.932961,1.157850,-0.007260,0.026440,0.074912,-0.120399,-0.106593,-0.262518,-0.183091,9.458442,2.596238
48.000000,1.000000,1.000000,1.022073,1.157850,-0.000620,0.024289,0.075153,-0.060450,0.109221,-0.259363,0.161359,9.422966,2.723558
49.000000,1.000000,1.000000,1.011297,1.157850,-0.004325,0.024151,0.077228,0.038072,-0.055083,0.359984,-0.404937,9.369154,2.879423
50.000000,1.000000,1.000000,0.310229,1.157850,-0.000601,0.026669,0.078389,6.312180,-9.522279,-2.537910,-0.022253,5.057555,-8.405757
51.000000,1.000000,1.000000,0.310229,1.157850,-0.000601,0.026669,0.078389,6.312180,-9.522279,-2.537910,-0.022253,5.057555,-8.405757
52.000000,1.000000,1.000000,0.823494,1.157850,-0.002498,0.025781,0.079301,1.913328,-6.654839,-1.353044,0.304529,8.843214,-4.235673
53.000000,1.000000,1.000000,0.216264,1.157850,-0.005408,0.026482,0.078278,8.219446,-9.802363,-1.821361,-1.856954,4.024586,-8.751602
54.000000,1.000000,1.000000,0.459861,1.157850,-0.000746,0.024749,0.080263,4.727783,-8.474313,-3.883245,1.447415,6.791492,-6.929410
55.000000,1.000000,1.000000,1.040368,1.157850,0.000543,0.024102,0.081420,0.097961,0.652677,0.226621,-0.077138,9.175568,3.469741
56.000000,1.000000,1.000000,0.956476,1.157850,0.000401,0.021769,0.085181,-0.078211,0.300817,-0.137686,0.160697,9.347541,2.972162
57.000000,1.000000,1.000000,0.851721,1.157850,-0.000019,0.021469,0.083377,-0.079378,-1.331375,-0.665046,-1.203641,9.549940,1.893673
58.000000,1.000000,1.000000,0.988777,1.157850,0.005024,0.029283,0.086432,-0.091970,-0.220399,-0.196199,-0.398617,9.352434,2.934140
59.000000,1.000000,1.000000,0.971464,1.157850,0.001907,0.025659,0.080374,-0.020920,-0.178247,0.005419,-0.158974,9.289808,3.148062
60.000000,1.000000,1.000000,0.000015,1.157850,-0.001388,0.025030,0.081936,13.481420,-0.440956,-12.019987,-7.508378,-5.456511,-3.175980
61.000000,1.000000,1.000000,0.298072,1.157850,-0.002869,0.025526,0.080762,6.477979,-9.673313,-4.470192,-2.099099,-1.443721,9.473413
62.000000,1.000000,1.000000,0.819726,1.157850,-0.004808,0.022709,0.076257,-0.199951,0.125145,-0.438488,-0.380963,9.382271,2.839712
63.000000,1.000000,1.000000,0.819726,1.157850,-0.004808,0.022709,0.076257,-0.199951,0.125145,-0.438488,-0.380963,9.382271,2.839712
64.000000,1.000000,1.000000,0.838200,1.157850,-0.001618,0.025823,0.080207,4.971344,-6.372760,3.505016,3.843393,3.365811,8.374709
65.000000,1.000000,1.000000,0.590051,1.157850,-0.006065,0.025643,0.074759,0.211328,1.125554,0.070944,0.167719,9.632232,1.851504
66.000000,1.000000,1.000000,1.073876,1.157850,-0.006287,0.030010,0.075333,-0.028883,-0.036120,-0.255298,-0.357208,9.372105,2.876135
67.000000,1.000000,1.000000,0.820689,1.157850,-0.004435,0.026046,0.076794,-0.140658,-0.150615,-0.346063,-0.409698,9.453522,2.588277
68.000000,1.000000,1.000000,0.908591,1.157850,-0.003879,0.025476,0.074344,0.013364,-0.314334,0.107399,-0.494615,9.405136,2.744973
69.000000,1.000000,1.000000,1.004969,1.157850,-0.000842,0.021876,0.076453,0.403067,-2.166212,0.322038,-1.703237,9.586709,1.195869
70.000000,1.000000,1.000000,0.968697,1.157850,-0.001596,0.027355,0.081064,0.753163,-2.156242,1.567701,-2.773023,9.191747,2.014505
71.000000,1.000000,1.000000,0.927946,1.157850,-0.004208,0.023794,0.076242,-0.190836,-0.490915,-0.356327,-0.059880,9.568799,2.161158
72.000000,1.000000,1.000000,0.933152,1.157850,-0.001779,0.024433,0.079055,0.062704,2.001963,0.049553,0.613567,8.705997,4.479425
73.000000,1.000000,1.000000,0.912594,1.157850,0.000267,0.022252,0.080435,0.276637,0.016553,0.697849,-0.724851,9.311727,3.000405
74.000000,1.000000,1.000000,0.516006,1.157850,0.004409,0.022915,0.085328,-0.239907,0.255144,0.695879,-0.081133,9.069616,3.737858
75.000000,1.000000,1.000000,1.187514,1.157850,0.003335,0.024020,0.079142,-0.304478,0.526577,-0.646396,0.397430,9.563512,2.148812
76.000000,1.000000,1.000000,0.984913,1.157850,-0.003460,0.024754,0.083858,0.750351,-0.137658,1.177889,0.513196,8.887684,4.120899
77.000000,1.000000,1.000000,0.895788,1.157850,0.001976,0.022714,0.080626,-0.024220,0.545821,0.017279,0.287180,9.434097,2.674219
78.000000,1.000000,1.000000,0.895788,1.157850,0.001976,0.022714,0.080626,-0.024220,0.545821,0.017279,0.287180,9.434097,2.674219
79.000000,1.000000,1.000000,0.000255,1.157850,-0.001451,0.022021,0.079162,12.556981,-7.212892,2.634154,2.555760,-4.173085,8.502326
80.000000,1.000000,1.000000,1.014239,1.157850,0.001225,0.024200,0.082381,0.049607,0.433600,0.203119,0.116147,9.459869,2.594897
81.000000,1.000000,1.000000,0.942116,1.157850,-0.004723,0.025115,0.078147,0.195123,-1.840562,-0.094036,0.246790,8.602436,4.708852
82.000000,1.000000,1.000000,0.927022,1.157850,0.003310,0.021524,0.077515,0.042372,1.020793,-3.498301,-3.393272,8.952885,2.137209
83.000000,1.000000,1.000000,0.833313,1.157850,-0.003911,0.026738,0.078112,3.502443,1.032715,4.477339,5.175833,8.290608,0.844201
84.000000,1.000000,1.000000,0.000000,1.157850,0.001649,0.026166,0.074668,14.234812,-4.765436,4.054372,8.591284,-3.929398,2.643061
85.000000,1.000000,1.000000,1.001833,1.157850,-0.002823,0.021551,0.080796,-0.065956,0.047145,-0.044721,-0.048757,9.345936,2.981140
86.000000,1.000000,1.000000,0.995647,1.157850,-0.003254,0.023438,0.079627,-0.540822,0.311867,-2.563800,-2.599600,9.084740,2.635465
87.000000,1.000000,1.000000,0.995647,1.157850,-0.003254,0.023438,0.079627,-0.540822,0.311867,-2.563800,-2.599600,9.084740,2.635465
88.000000,1.000000,1.000000,0.995647,1.157850,-0.003254,0.023438,0.079627,-0.540822,0.311867,-2.563800,-2.599600,9.084740,2.635465
89.000000,1.000000,1.000000,1.113723,1.157850,0.002817,0.022393,0.079937,-0.193179,-0.408409,-0.561181,-0.482626,9.161642,3.473828
90.000000,1.000000,1.000000,1.013764,1.157850,0.005669,0.025194,0.086813,-0.122142,-0.059145,-0.271282,0.003233,9.281000,3.177912
91.000000,1.000000,1.000000,0.833613,1.157850,-0.002247,0.023124,0.078896,-0.251200,0.330544,-0.647222,-0.457272,9.151738,3.503241
92.000000,1.000000,1.000000,1.040075,1.157850,-0.002712,0.023478,0.080046,-0.239807,0.910691,-6.370913,-2.040324,5.781437,7.658209
93.000000,1.000000,1.000000,0.891423,1.157850,-0.013643,0.028665,0.071944,-0.079090,0.216176,-0.031224,-0.092822,9.403447,2.793325
94.000000,1.000000,1.000000,0.778474,1.157850,-0.007738,0.027643,0.073868,0.139032,-0.236062,0.199518,0.203778,9.338682,2.997263
95.000000,1.000000,1.000000,1.043818,1.157850,-0.000398,0.021978,0.072566,0.223844,0.084101,0.657382,0.094984,9.134936,3.574917
96.000000,1.000000,1.000000,1.056466,1.157850,0.003771,0.024472,0.083612,-0.033887,-0.181635,-0.103338,-0.348346,9.338580,2.984239
97.000000,1.000000,1.000000,0.999073,1.157850,0.000362,0.022676,0.086163,0.116287,0.147197,0.210445,0.168459,9.350329,2.962949
98.000000,1.000000,1.000000,0.972271,1.157850,-0.001016,0.022911,0.079262,-0.037628,1.634740,-0.304509,-0.547938,9.676527,1.516804
99.000000,1.000000,1.000000,0.958531,1.157850,0.000022,0.023260,0.075609,-0.011223,-1.353286,-0.605615,-0.188374,8.788218,4.355208
100.000000,1.000000,1.000000,1.000046,1.157850,-0.000334,0.023824,0.083446,-0.075647,0.278548,-0.343360,-0.398222,9.343252,2.963301
101.000000,1.000000,1.000000,0.979805,1.157850,0.000760,0.022848,0.081742,-0.019272,0.170931,-0.043698,-0.039527,9.379249,2.874758
102.000000,1.000000,1.000000,1.015818,1.157850,-0.000451,0.024004,0.081451,-0.137421,0.390406,-0.703420,-0.540350,9.171622,3.438817
103.000000,1.000000,1.000000,1.023111,1.157850,-0.002481,0.029962,0.076229,0.302412,-2.390491,0.150181,2.396386,8.828713,3.542211
104.000000,1.000000,1.000000,0.452158,1.157850,-0.002491,0.019848,0.079083,4.402987,-8.321291,-4.391838,6.602863,2.365824,6.858658
105.000000,1.000000,1.000000,0.944484,1.157850,-0.000487,0.026550,0.075405,0.144548,0.843409,0.059327,-0.681811,9.420161,2.651753
106.000000,1.000000,1.000000,1.029427,1.157850,-0.001302,0.026851,0.074665,-0.097741,-1.610060,-0.549780,0.203176,8.641302,4.639258
107.000000,1.000000,1.000000,1.029427,1.157850,-0.001302,0.026851,0.074665,-0.097741,-1.610060,-0.549780,0.203176,8.641302,4.639258
108.000000,1.000000,1.000000,0.935659,1.157850,-0.000013,0.024031,0.079868,0.320862,0.087166,0.833043,0.892522,9.380945,2.727157
109.000000,1.000000,1.000000,0.935659,1.157850,-0.000013,0.024031,0.079868,0.320862,0.087166,0.833043,0.892522,9.380945,2.727157
110.000000,1.000000,1.000000,0.622294,1.157850,-0.003217,0.025612,0.074940,1.222518,1.000784,-8.892381,-7.955923,4.936909,2.926827
111.000000,1.000000,1.000000,0.876722,1.157850,-0.000338,0.021923,0.081754,1.028558,-4.882979,-1.057719,0.882693,6.551644,7.247960
