# index, timestamp_s, flag, s_computed_(v), s_true, b_g_x_(i), b_g_y_(i), b_g_z_(i), b_a_x_(i), b_a_y_(i), b_a_z_(i), g_x_(v), g_y_(v), g_z_(v) 
0.000000,1403638128.295097,1.000000,0.331815,0.438504,-0.002295,0.018809,0.075998,0.420928,4.975662,0.869037,4.822340,8.653548,4.876466
1.000000,1403638128.295097,1.000000,0.331815,0.438504,-0.002295,0.018809,0.075998,0.420928,4.975662,0.869037,4.822340,8.653548,4.876466
2.000000,1403638129.295097,1.000000,0.363874,0.438504,-0.001410,0.023108,0.076809,0.443657,1.242160,0.922124,1.065222,8.593245,4.883511
3.000000,1403638130.295097,1.000000,0.283501,0.438504,-0.001576,0.022303,0.078475,0.209403,8.563344,-1.478887,8.447724,9.442951,3.324446
4.000000,1403638131.295097,1.000000,0.345101,0.438504,-0.003116,0.019894,0.075442,0.682125,4.127671,1.417680,3.865105,8.327405,5.611907
5.000000,1403638132.295097,1.000000,0.375871,0.438504,-0.000608,0.021700,0.077692,0.496390,3.858741,0.536075,3.622577,8.618281,4.908797
6.000000,1403638133.295097,1.000000,0.377954,0.438504,-0.000127,0.019657,0.076779,0.305880,-2.779792,1.739211,-2.769682,8.155770,5.754736
7.000000,1403638134.295097,1.000000,0.426075,0.438504,-0.003785,0.021694,0.075411,-2.853849,-6.586910,-5.635396,-7.637985,10.972031,-0.839023
8.000000,1403638136.295097,1.000000,0.182818,0.438504,-0.004766,0.021355,0.075592,-6.185178,-0.331344,-16.290329,-4.412493,15.679946,-11.581434
9.000000,1403638136.295097,1.000000,0.182818,0.438504,-0.004766,0.021355,0.075592,-6.185178,-0.331344,-16.290329,-4.412493,15.679946,-11.581434
10.000000,1403638137.295097,1.000000,0.013748,0.438504,-0.002984,0.025721,0.076331,-2.426585,-7.147023,-6.417620,-8.510259,10.953649,-1.337964
11.000000,1403638142.295097,0.000000,0.014967,0.438504,-0.001852,0.020125,0.077927,0.999661,-0.000000,0.000038,-0.160904,8.972101,3.963788
12.000000,1403638142.295097,0.000000,0.014967,0.438504,-0.001852,0.020125,0.077927,0.999661,-0.000000,0.000038,-0.160904,8.972101,3.963788
13.000000,1403638142.295097,0.000000,0.014967,0.438504,-0.001852,0.020125,0.077927,0.999661,-0.000000,0.000038,-0.160904,8.972101,3.963788
14.000000,1403638142.295097,0.000000,0.014967,0.438504,-0.001852,0.020125,0.077927,0.999661,-0.000000,0.000038,-0.160904,8.972101,3.963788
15.000000,1403638142.295097,0.000000,0.014967,0.438504,-0.001852,0.020125,0.077927,0.999661,-0.000000,0.000038,-0.160904,8.972101,3.963788
16.000000,1403638145.295097,0.000000,0.014967,0.438504,-0.004395,0.024912,0.079405,0.999661,-0.000000,0.000034,-0.165942,8.975399,3.956106
17.000000,1403638145.295097,0.000000,0.014967,0.438504,-0.004395,0.024912,0.079405,0.999661,-0.000000,0.000034,-0.165942,8.975399,3.956106
18.000000,1403638145.295097,0.000000,0.014967,0.438504,-0.004395,0.024912,0.079405,0.999661,-0.000000,0.000034,-0.165942,8.975399,3.956106
19.000000,1403638147.295097,1.000000,0.308060,0.438504,-0.002305,0.021072,0.077571,1.126268,6.417350,2.596066,6.668121,8.425557,5.463046
20.000000,1403638147.295097,1.000000,0.308060,0.438504,-0.002305,0.021072,0.077571,1.126268,6.417350,2.596066,6.668121,8.425557,5.463046
21.000000,1403638148.295097,1.000000,0.385593,0.438504,-0.000812,0.021089,0.077162,2.489642,-3.356559,6.769493,-2.368325,5.865927,10.942482
22.000000,1403638149.295097,1.000000,0.103515,0.438504,-0.002450,0.021634,0.076376,0.747667,1.281077,3.482009,1.629671,7.612786,7.053841
23.000000,1403638150.295097,1.000000,0.394303,0.438504,-0.004262,0.022523,0.075340,-0.456382,-0.000325,-0.918410,-0.160136,9.397997,2.989063
24.000000,1403638151.295097,1.000000,0.359999,0.438504,-0.002067,0.020588,0.076435,0.443915,-0.051856,1.204196,-0.561864,8.528122,4.983770
25.000000,1403638153.295097,1.000000,0.348177,0.438504,-0.003724,0.020008,0.075366,-0.032892,-1.462614,0.058333,-1.332911,9.313155,3.137062
26.000000,1403638153.295097,1.000000,0.348177,0.438504,-0.003724,0.020008,0.075366,-0.032892,-1.462614,0.058333,-1.332911,9.313155,3.137062
27.000000,1403638154.295097,1.000000,0.384743,0.438504,-0.002201,0.019748,0.077048,0.208383,-0.867125,0.598345,-1.211971,9.043287,3.760229
28.000000,1403638156.295097,1.000000,0.349477,0.438504,-0.001547,0.021020,0.075417,-1.688542,7.653189,-4.330238,6.448210,6.711807,9.473736
29.000000,1403638156.295097,1.000000,0.349477,0.438504,-0.001547,0.021020,0.075417,-1.688542,7.653189,-4.330238,6.448210,6.711807,9.473736
30.000000,1403638157.295097,1.000000,0.346904,0.438504,-0.001611,0.021642,0.074834,0.469762,-0.118771,1.278999,-1.371034,9.003492,3.892533
31.000000,1403638159.295097,1.000000,0.319824,0.438504,-0.002327,0.021240,0.078469,0.985957,1.360073,2.511322,-2.817402,8.521360,4.988123
32.000000,1403638159.295097,1.000000,0.319824,0.438504,-0.002327,0.021240,0.078469,0.985957,1.360073,2.511322,-2.817402,8.521360,4.988123
33.000000,1403638160.295097,1.000000,0.361890,0.438504,0.000204,0.018370,0.078862,1.084446,4.571172,2.981885,-3.045865,7.207233,8.073742
34.000000,1403638161.295097,1.000000,0.363771,0.438504,-0.001901,0.017666,0.078513,-0.665311,-0.448574,-1.508485,1.298974,9.437042,2.896047
35.000000,1403638162.295097,1.000000,0.371281,0.438504,0.000774,0.019275,0.080013,0.695569,-0.371850,2.210452,-2.446418,8.741813,4.394946
36.000000,1403638163.295097,1.000000,0.366033,0.438504,0.001246,0.019094,0.076946,0.549924,-0.014024,1.490019,-1.462826,8.624757,4.714795
37.000000,1403638164.295097,1.000000,0.189572,0.438504,0.002565,0.021508,0.077134,-1.930389,4.201554,-5.699105,6.904029,9.257303,3.764990
38.000000,1403638165.295097,1.000000,0.415414,0.438504,0.000238,0.022051,0.077353,0.070821,-2.148583,0.623517,-2.044657,9.440100,2.813519
