19892254.000000,94.523935,69.821143,105.164470,4946.939320,81.275957,122.641707
18978750.000000,84.715825,21.103890,113.527073,9745.223010,85.215385,92.472990
18721211.000000,76.022921,28.517793,80.008119,6972.955780,82.461146,103.048846
17736927.000000,93.966217,175.778330,54.378702,13361.701916,77.520136,91.890454
18255276.000000,19.028806,541.191106,119.763914,1414.244753,158.179533,94.855150
18198261.000000,71.427643,21.516094,44.661816,2042.907880,149.982373,93.356148
19296146.000000,53.208284,10.491824,118.960284,3874.427255,96.172471,114.142509
17956553.000000,80.173107,20.059933,118.201950,7039.171078,131.743385,97.335869
18901321.000000,28.142184,110.484293,48.884914,24245.761868,73.333969,87.284236
17736159.000000,30.073198,50.460553,132.716922,32297.709997,61.849034,102.598339
17570304.000000,85.413646,67.286057,35.332410,61415.665716,72.852383,80.723447
18152376.000000,31.828453,388.084272,26.669861,11633.191024,56.212683,131.791254
18774228.000000,10.300454,490.989626,110.041940,16301.567557,111.809917,104.591386
18787165.000000,218.429341,488.788399,56.147566,21721.177314,71.398396,169.910596
19587179.000000,88.960362,78.353704,20.292251,15697.004294,116.881891,62.362619
18403742.000000,54.854313,435.512190,37.990423,8343.166294,81.525330,90.267728
17548970.000000,185.493162,74.698864,21.501252,128.656155,153.254288,80.480766
17526008.000000,46.729637,71.784241,23.515238,6270.758376,78.720514,113.541749
17762817.000000,22.195179,75.558298,22.074668,7503.371758,117.150890,50.053236
19474249.000000,60.710594,74.748166,21.317045,141.018480,152.630371,80.605137
19345859.000000,53.616393,74.366419,23.101398,912.612737,93.954445,85.845803
17838433.000000,181.176634,75.198726,21.322834,159.114980,161.981684,80.058424
18004169.000000,3.948284,74.858654,22.935094,138.089944,154.149726,80.537895
18325027.000000,44.873009,80.167493,8.657831,25895.066868,100.373688,84.806994
18001939.000000,45.758215,61.213733,19.803231,12864.830829,62.301266,139.687661
17530030.000000,74.717876,15.068374,103.690679,4680.803151,98.823620,60.888472
17596551.000000,96.030632,59.468426,48.063063,28053.166533,65.296119,169.178587
18436055.000000,36.101380,32.721682,59.994890,25937.665156,72.837146,155.068720
17607317.000000,56.443436,54.611247,25.803368,16933.178911,73.607768,107.403439
17622616.000000,44.144550,47.320067,35.623243,14802.287527,66.268696,131.258644
